Movie ID,IMDb ID,Title,Year
163,tt0112887,The Doom Generation,1995
164,tt0113044,Feast of July,1995
165,tt0113071,First Knight,1995
166,tt0113114,Free Willy 2 - The Adventure Home,1995
167,tt0113243,Hackers,1995
168,tt0113464,Jeffrey,1995
169,tt0113481,Johnny Mnemonic,1995
170,tt0113492,Judge Dredd,1995
171,tt0113500,Jury Duty,1995
172,tt0113540,Kids,1995
173,tt0113677,Living in Oblivion,1995
174,tt0113690,Lord of Illusions,1995
175,tt0107447,Love & Human Remains,1993
176,tt0113729,Mad Love,1995
177,tt0113749,Mallrats,1995
178,tt0113820,Mighty Morphin Power Rangers: The Movie,1995
179,tt0113851,Moonlight and Valentino,1995
180,tt0110604,Mute Witness,1995
181,tt0110620,Nadja,1994
182,tt0113957,The Net,1995
183,tt0113986,Nine Months,1995
184,tt0114095,Party Girl,1995
185,tt0114194,The Prophecy,1995
186,tt0114241,Reckless,1995
187,tt0114323,Safe,1995
188,tt0114345,The Scarlet Letter,1995
189,tt0114435,The Show,1995
190,tt0114436,Showgirls,1995
191,tt0114478,Smoke,1995
192,tt0114496,Something to Talk About,1995
193,tt0114508,Species,1995
194,tt0114534,The Stars Fell on Henrietta,1995
195,tt0114558,Strange Days,1995
196,tt0058450,The Umbrellas of Cherbourg,1964
197,tt0114666,The Tie That Binds,1995
198,tt0114663,Three Wishes,1995
199,tt0114702,Total Eclipse,1995
200,tt0114682,"To Wong Foo, Thanks for Everything! Julie Newmar",1995
201,tt0114781,Under Siege 2: Dark Territory,1995
202,tt0114798,Unstrung Heroes,1995
203,tt0114805,Unzipped,1995
204,tt0114887,A Walk in the Clouds,1995
205,tt0114898,Waterworld,1995
206,tt0114928,White Man's Burden,1995
207,tt0114938,Wild Bill,1995
208,tt0109340,The Browning Version,1994
209,tt0112602,Bushwhacked,1995
210,tt0111579,Burnt by the Sun,1994
211,tt0110882,Before the Rain,1994
212,tt0112471,Before Sunrise,1995
213,tt0112508,Billy Madison,1995
214,tt0112438,The Babysitter,1995
215,tt0112571,Boys on the Side,1995
216,tt0112757,The Cure,1995
217,tt0112643,Castle Freak,1995
218,tt0112679,Circle of Friends,1995
219,tt0109445,Clerks,1994
220,tt0112883,Don Juan DeMarco,1994
221,tt0109635,Disclosure,1994
222,tt0112899,Dream Man,1995
223,tt0109676,Drop Zone,1994
224,tt0112854,Destiny Turns on the Radio,1995
225,tt0109579,Death and the Maiden,1994
226,tt0109642,Dolores Claiborne,1995
227,tt0109686,Dumb and Dumber,1994
228,tt0111797,Eat Drink Man Woman,1994
229,tt0109759,Exotica,1994
230,tt0109758,Exit to Eden,1994
231,tt0109707,Ed Wood,1994
232,tt0113117,French Kiss,1995
233,tt0113097,Forget Paris,1995
234,tt0113028,Far from Home: The Adventures of Yellow Dog,1995
235,tt0113198,A Goofy Movie,1995
236,tt0113303,Hideaway,1995
237,tt0113089,Fluke,1995
238,tt0109771,Farinelli,1994
239,tt0113199,Gordy,1995
240,tt0113234,Gumby: The Movie,1995
241,tt0109906,The Glass Shield,1994
242,tt0110057,Hoop Dreams,1994
243,tt0110005,Heavenly Creatures,1994
244,tt0110066,Houseguest,1995
245,tt0110116,Immortal Beloved,1994
246,tt0110006,Heavyweights,1995
247,tt0113360,The Hunted,1995
248,tt0110099,I.Q.,1994
249,tt0110148,Interview with the Vampire,1994
250,tt0113463,Jefferson in Paris,1995
251,tt0110189,The Jerky Boys,1995
252,tt0110216,Junior,1994
253,tt0113501,Just Cause,1995
254,tt0113538,A Kid in King Arthur's Court,1995
255,tt0113552,Kiss of Death,1995
256,tt0076759,Star Wars,1977
257,tt0110367,Little Women,1994
258,tt0113670,A Little Princess,1995
259,tt0110296,Ladybird Ladybird,1994
260,tt0109731,L'Enfer,1994
261,tt0103994,Like Water for Chocolate,1992
262,tt0110322,Legends of the Fall,1994
263,tt0110443,Major Payne,1995
264,tt0110365,Little Odessa,1994
265,tt0107566,Mi Vida Loca,1994
266,tt0110391,Love Affair,1994
267,tt0113691,Losing Isaiah,1995
268,tt0110428,The Madness of King George,1994
269,tt0109836,Mary Shelley's Frankenstein,1994
270,tt0113755,Man of the House,1995
271,tt0110538,Mixed Nuts,1994
272,tt0110516,Milk Money,1994
273,tt0110527,Miracle on 34th Street,1994
274,tt0113808,Miami Rhapsody,1995
275,tt0113896,My Family,1995
276,tt0113870,Murder in the First,1995
277,tt0110684,Nobody's Fool,1994
278,tt0110638,Nell,1994
279,tt0113967,New Jersey Drive,1995
280,tt0117169,New York Cop,1993
281,tt0106402,Beyond Bedlam,1994
282,tt0113948,Nemesis 2 - Nebula,1995
283,tt0110671,Nina Takes a Lover,1995
284,tt0110632,Natural Born Killers,1994
285,tt0110737,Only You,1994
286,tt0110729,Once Were Warriors,1994
287,tt0114151,Poison Ivy II: Lily,1996
288,tt0114069,Outbreak,1995
289,tt0110413,Leon: The Professional,1994
290,tt0114113,The Perez Family,1995
291,tt0114210,A Pyromaniac's Love Story,1995
292,tt0110912,Pulp Fiction,1994
293,tt0114084,Panther,1995
294,tt0105652,Pushing Hands,1992
295,tt0110889,Priest,1994
296,tt0110932,Quiz Show,1994
297,tt0114129,Picture Bride,1995
298,tt0110963,Queen Margot,1994
299,tt0114214,The Quick and the Dead,1995
300,tt0114296,Roommates,1995
301,tt0110907,Prêt-à-Porter,1994
302,tt0111495,Three Colors: Red,1994
303,tt0108394,Three Colors: Blue,1993
304,tt0111507,Three Colors: White,1994
305,tt0110769,"Red Firecracker, Green Firecracker",1994
306,tt0114268,Rent-a-Kid,1995
307,tt0110965,Relative Fear,1995
308,tt0114571,Stuart Saves His Family,1995
309,tt0111333,The Swan Princess,1994
310,tt0111112,The Secret of Roan Inish,1994
311,tt0111255,The Specialist,1994
312,tt0111282,Stargate,1994
313,tt0111070,The Santa Clause,1994
314,tt0111161,The Shawshank Redemption,1994
315,tt0111149,Shallow Grave,1994
316,tt0108260,Suture,1993
317,tt0106966,Strawberry and Chocolate,1993
318,tt0114594,Swimming with Sharks,1994
319,tt0111309,The Sum of Us,1994
320,tt0113936,Senior Trip,1995
321,tt0110081,To Live,1994
322,tt0114614,Tank Girl,1995
323,tt0114608,Tales from the Crypt: Demon Knight,1995
324,tt0111280,Star Trek: Generations,1994
325,tt0114609,Tales from the Hood,1995
326,tt0111454,Tom & Viv,1994
327,tt0114852,Village of the Damned,1995
328,tt0114694,Tommy Boy,1995
329,tt0111590,Vanya on 42nd Street,1994
330,tt0114788,The Underneath,1995
331,tt0114888,The Walking Dead,1995
332,tt0108550,What's Eating Gilbert Grape,1993
333,tt0114857,Virtuosity,1995
334,tt0114924,While You Were Sleeping,1995
335,tt0111667,The War,1994
336,tt0109655,Double Happiness,1994
337,tt0110598,Muriel's Wedding,1994
338,tt0112435,The Baby-Sitters Club,1995
339,tt0109040,Ace Ventura: Pet Detective,1994
340,tt0109045,"The Adventures of Priscilla, Queen of the Desert",1994
341,tt0106339,Backbeat,1994
342,tt0104779,Bitter Moon,1992
343,tt0109348,Bullets Over Broadway,1994
344,tt0109444,Clear and Present Danger,1994
345,tt0109446,The Client,1994
346,tt0109484,"Corrina, Corrina",1994
347,tt0109504,Crooklyn,1994
348,tt0109506,The Crow,1994
349,tt0109450,Cobb,1994
350,tt0109813,The Flintstones,1994
351,tt0109830,Forrest Gump,1994
352,tt0109831,Four Weddings and a Funeral,1994
353,tt0113305,Higher Learning,1995
354,tt0110091,I Like It Like That,1994
355,tt0110093,I Love Trouble,1994
356,tt0110167,It Could Happen to You,1994
357,tt0110213,The Jungle Book,1994
358,tt0107472,"The Wonderful, Horrible Life of Leni Riefenstahl",1993
359,tt0110357,The Lion King,1994
360,tt0107426,Little Buddha,1993
361,tt0111686,New Nightmare,1994
362,tt0110475,The Mask,1994
363,tt0110478,Maverick,1994
364,tt0110588,Mrs. Parker and the Vicious Circle,1994
365,tt0110622,The Naked Gun 33⅓: The Final Insult,1994
366,tt0110771,The Paper,1994
367,tt0110950,Reality Bites,1994
368,tt0105226,Red Rock West,1993
369,tt0110989,Ri¢hie Ri¢h,1994
370,tt0111054,Safe Passage,1994
371,tt0110997,The River Wild,1994
372,tt0111257,Speed,1994
373,tt0111256,Speechless,1994
374,tt0111438,Timecop,1994
375,tt0111503,True Lies,1994
376,tt0111693,When a Man Loves a Woman,1994
377,tt0111742,Wolf,1994
378,tt0111756,Wyatt Earp,1994
379,tt0112443,Bad Company,1995
380,tt0110455,A Man of No Importance,1994
381,tt0111048,S.F.W.,1994
382,tt0110399,A Low Down Dirty Shame,1994
383,tt0112570,"Boys Life: Three Stories of Love, Lust, and Liberation",1994
384,tt0109454,Colonel Chabert,1994
385,tt0059170,"Faster, Pussycat! Kill! Kill!",1965
386,tt0110186,Jason's Lyric,1994
387,tt0108069,The Secret Adventures of Tom Thumb,1993
388,tt0111301,Street Fighter,1994
389,tt0112702,Coldblooded,1995
390,tt0112849,Desert Winds,1997
391,tt0113014,Fall Time,1995
392,tt0113043,The Fear,1995
393,tt0113104,Frank and Ollie,1995
394,tt0113173,Girl in the Cadillac,1995
395,tt0113319,Homage,1995
396,tt0113827,Mirage,1995
397,tt0114047,Open Season,1996
398,tt0112889,Dos Crímenes,1995
399,tt0109339,Brother Minister: The Assassination of Malcolm X,1995
400,tt0110027,Highlander: The Final Dimension,1994
401,tt0109785,Federal Hill,1995
402,tt0113409,In the Mouth of Madness,1994
403,tt0109021,8 Seconds,1994
404,tt0109035,Above the Rim,1994
405,tt0106220,Addams Family Values,1993
406,tt0111804,Martin Lawrence: You So Crazy,1994
407,tt0106226,The Age of Innocence,1993
408,tt0109068,Airheads,1994
409,tt0109067,The Air Up There,1994
410,tt0106292,Another Stakeout,1993
411,tt0109198,Bad Girls,1994
412,tt0109219,Barcelona,1994
413,tt0106379,Being Human,1994
414,tt0106400,The Beverly Hillbillies,1993
415,tt0109254,Beverly Hills Cop III,1994
416,tt0109279,Black Beauty,1994
417,tt0109297,Blink,1994
418,tt0109303,Blown Away,1994
419,tt0109305,Blue Chips,1994
420,tt0109306,Blue Sky,1994
421,tt0106452,Body Snatchers,1993
422,tt0106471,Boxing Helena,1993
423,tt0106489,A Bronx Tale,1993
424,tt0109361,Cabin Boy,1994
425,tt0106505,Calendar Girl,1993
426,tt0106519,Carlito's Way,1993
427,tt0109439,City Slickers II: The Legend of Curly's Gold,1994
428,tt0109443,Clean Slate,1994
429,tt0106582,Cliffhanger,1993
430,tt0106598,Coneheads,1993
431,tt0109456,Color of Night,1994
432,tt0109480,Cops & Robbersons,1994
433,tt0109493,The Cowboy Way,1994
434,tt0106660,Dangerous Game,1993
435,tt0106673,Dave,1993
436,tt0106677,Dazed and Confused,1993
437,tt0106697,Demolition Man,1993
438,tt0109729,The Endless Summer 2,1994
439,tt0106834,Even Cowgirls Get the Blues,1994
440,tt0106873,Fatal Instinct,1993
441,tt0106332,Farewell My Concubine,1993
442,tt0109783,The Favor,1994
443,tt0106881,Fearless,1993
444,tt0106880,Fear of a Black Hat,1994
445,tt0111732,With Honors,1994
446,tt0106926,Flesh and Bone,1993
447,tt0111712,Widows' Peak,1994
448,tt0106941,For Love or Money,1993
449,tt0106918,The Firm,1993
450,tt0106965,Free Willy,1993
451,tt0109842,Fresh,1994
452,tt0106977,The Fugitive,1993
453,tt0107004,Geronimo: An American Legend,1993
454,tt0109890,The Getaway,1994
455,tt0109891,Getting Even with Dad,1994
456,tt0109913,Go Fish,1994
457,tt0109920,A Good Man in Africa,1994
458,tt0107057,Guilty as Sin,1993
459,tt0107076,Hard Target,1993
460,tt0107096,Heaven & Earth,1993
461,tt0107144,Hot Shots! Part Deux,1993
462,tt0113674,Live Nude Girls,1995
463,tt0112966,The Englishman Who Went Up a Hill But Came Down a Mountain,1995
464,tt0107151,The House of the Spirits,1993
465,tt0110064,House Party 3,1994
466,tt0110074,The Hudsucker Proxy,1994
467,tt0110097,I'll Do Anything,1994
468,tt0110123,In the Army Now,1994
469,tt0107206,In the Line of Fire,1993
470,tt0107207,In the Name of the Father,1993
471,tt0110137,The Inkwell,1994
472,tt0108551,What's Love Got to Do with It,1993
473,tt0110197,Jimmy Hollywood,1994
474,tt0107286,Judgment Night,1993
475,tt0107290,Jurassic Park,1993
476,tt0107302,Kalifornia,1993
477,tt0110265,Killing Zoe,1993
478,tt0107322,King of the Hill,1993
479,tt0110305,Lassie,1994
480,tt0107362,Last Action Hero,1993
481,tt0107413,Life With Mikey,1993
482,tt0110353,Lightning Jack,1994
483,tt0107468,M. Butterfly,1993
484,tt0107478,Made in America,1993
485,tt0107497,Malice,1993
486,tt0107501,The Man without a Face,1993
487,tt0107507,Manhattan Murder Mystery,1993
488,tt0107554,Menace II Society,1993
489,tt0116253,Executive Decision,1996
490,tt0074102,In the Realm of the Senses,1976
491,tt0111689,What Happened Was...,1994
492,tt0107616,Much Ado About Nothing,1993
493,tt0107611,Mr. Jones,1993
494,tt0107613,Mr. Wonderful,1993
495,tt0107614,Mrs. Doubtfire,1993
496,tt0107653,Naked,1993
497,tt0110657,The Next Karate Kid,1994
498,tt0110649,The New Age,1994
499,tt0110678,No Escape,1994
500,tt0110687,North,1994
501,tt0107756,Orlando,1992
502,tt0107808,A Perfect World,1993
503,tt0107818,Philadelphia,1993
504,tt0107822,The Piano,1993
505,tt0107840,Poetic Justice,1993
506,tt0107889,The Program,1993
507,tt0111003,The Puppet Masters,1994
508,tt0110939,Radioland Murders,1994
509,tt0110955,The Ref,1994
510,tt0107943,The Remains of the Day,1993
511,tt0110971,Renaissance Man,1994
512,tt0107969,Rising Sun,1993
513,tt0111001,The Road to Wellville,1994
514,tt0107978,RoboCop 3,1993
515,tt0107977,Robin Hood: Men in Tights,1993
516,tt0107983,Romeo Is Bleeding,1993
517,tt0105275,Romper Stomper,1992
518,tt0108000,Ruby in Paradise,1993
519,tt0108002,Rudy,1993
520,tt0108026,The Saint of Fort Washington,1993
521,tt0105032,Savage Nights,1992
522,tt0108052,Schindler's List,1993
523,tt0111094,The Scout,1994
524,tt0108065,Searching for Bobby Fischer,1993
525,tt0111102,Second Best,1994
526,tt0108071,The Secret Garden,1993
527,tt0111127,Serial Mom,1994
528,tt0111143,The Shadow,1994
529,tt0108101,Shadowlands,1993
530,tt0108122,Short Cuts,1993
531,tt0111194,A Simple Twist of Fate,1994
532,tt0111201,Sirens,1993
533,tt0108149,Six Degrees of Separation,1993
534,tt0108160,Sleepless in Seattle,1993
535,tt0108162,Sliver,1993
536,tt0083658,Blade Runner,1982
537,tt0108186,Son in Law,1993
538,tt0108174,So I Married an Axe Murderer,1993
539,tt0108238,Striking Distance,1993
540,tt0089256,Harem,1985
541,tt0108255,Super Mario Bros.,1993
542,tt0111323,Surviving the Game,1994
543,tt0111400,Terminal Velocity,1994
544,tt0108328,Thirty Two Short Films About Glenn Gould,1993
545,tt0111418,Threesome,1994
546,tt0107688,The Nightmare Before Christmas,1993
547,tt0108333,The Three Musketeers,1993
548,tt0108358,Tombstone,1993
549,tt0111488,Trial by Jury,1994
550,tt0108399,True Romance,1993
551,tt0108515,The War Room,1993
552,tt0110763,The Pagemaster,1994
553,tt0107779,"Paris, France",1994
554,tt0109226,"The Beans of Egypt, Maine",1994
555,tt0110259,Killer,1994
556,tt0114906,Welcome to the Dollhouse,1995
557,tt0107002,Germinal,1993
558,tt0109403,Chasers,1994
559,tt0104029,Cronos,1993
560,tt0110623,Naked in New York,1993
561,tt0107315,Kika,1993
562,tt0106408,Bhaji on the Beach,1994
563,tt0110363,Little Big League,1994
564,tt0107349,The Slingshot,1993
565,tt0111709,Wide Eyed and Legless,1993
566,tt0109828,Foreign Student,1994
567,tt0107225,"Ciao, Professore!",1992
568,tt0111252,Spanking the Monkey,1994
569,tt0110366,The Little Rascals,1994
570,tt0106878,À la mode,1993
571,tt0109120,Andre,1994
572,tt0108059,The Escort,1993
573,tt0110892,Princess Caraboo,1994
574,tt0112651,The Celluloid Closet,1996
575,tt0107642,Café au Lait,1993
576,tt0109382,Dear Diary,1993
577,tt0106678,I Don't Want to Talk About It,1993
578,tt0112572,The Brady Bunch Movie,1995
579,tt0099785,Home Alone,1990
580,tt0099653,Ghost,1990
581,tt0103639,Aladdin,1992
582,tt0103064,Terminator 2: Judgment Day,1991
583,tt0099348,Dances with Wolves,1990
584,tt0114706,Tough and Deadly,1995
585,tt0096895,Batman,1989
586,tt0102926,The Silence of the Lambs,1991
587,tt0029583,Snow White and the Seven Dwarfs,1937
588,tt0101414,Beauty and the Beast,1991
589,tt0032910,Pinocchio,1940
590,tt0100405,Pretty Woman,1990
591,tt0110719,Window to Paris,1993
592,tt0065214,The Wild Bunch,1969
593,tt0110395,Love and a .45,1994
594,tt0111752,The Wooden Man's Bride,1994
595,tt0109934,A Great Day in Harlem,1994
596,tt0112606,Bye Bye Love,1995
597,tt0117247,One Fine Day,1996
598,tt0112625,Candyman: Farewell to the Flesh,1995
599,tt0106537,Century,1993
600,tt0116282,Fargo,1996
601,tt0116552,Homeward Bound II: Lost in San Francisco,1996
602,tt0082509,Heavy Metal,1981
603,tt0116514,Hellraiser: Bloodline,1996
604,tt0117283,The Pallbearer,1996
605,tt0116684,Jane Eyre,1996
606,tt0110374,Loaded,1996
607,tt0070506,Bread and Chocolate,1974
608,tt0065421,The Aristocats,1970
609,tt0113083,The Flower of My Secret,1995
610,tt0118001,Two Much,1996
611,tt0116165,Ed,1996
612,tt0102855,Scream of Stone,1991
613,tt0107471,My Favorite Season,1993
614,tt0113839,A Modern Affair,1996
615,tt0112712,Condition Red,1995
616,tt0090665,Halfaouine: Boy of the Terraces,1990
617,tt0117891,A Thin Line Between Love and Hate,1996
618,tt0113613,The Last Supper,1995
619,tt0117381,Primal Fear,1996
620,tt0114305,Rude,1995
621,tt0115837,Carried Away,1996
622,tt0115509,All Dogs Go to Heaven 2,1996
623,tt0114671,Land and Freedom,1995
624,tt0112844,Denise Calls Up,1995
625,tt0114658,Theodore Rex,1995
626,tt0116275,A Family Thing,1996
627,tt0113122,Frisk,1996
628,tt0117608,Sgt. Bilko,1996
629,tt0113448,Jack & Sarah,1995
630,tt0116414,Girl 6,1996
631,tt0116095,Diabolique,1996
632,tt0111543,"Little Indian, Big City",1994
633,tt0117517,Roula,1995
634,tt0117312,Peanuts – Die Bank zahlt alles,1996
635,tt0116485,Happy Weekend,1996
636,tt0113947,Nelly and Monsieur Arnaud,1996
637,tt0115956,Courage Under Fire,1996
638,tt0117060,Mission: Impossible,1996
639,tt0109028,Cold Fever,1995
640,tt0117071,Moll Flanders,1996
641,tt0117788,The Superwife,1996
642,tt0112257,"301, 302",1995
643,tt0116136,DragonHeart,1996
644,tt0118026,Und keiner weint mir nach,1996
645,tt0117117,My Mother's Courage,1995
646,tt0116168,Eddie,1996
647,tt0111787,Yankee Zulu,1993
648,tt0112509,Billy's Holiday,1995
649,tt0054189,Purple Noon,1960
650,tt0115591,August,1996
651,tt0116683,James and the Giant Peach,1996
652,tt0116287,Fear,1996
653,tt0116768,Kids in the Hall: Brain Candy,1996
654,tt0116269,Faithful,1996
655,tt0114787,Underground,1995
656,tt0113720,All Things Fair,1995
657,tt0112536,Bloodsport II,1996
658,tt0048473,Pather Panchali,1955
659,tt0052572,The World of Apu,1959
660,tt0117128,Mystery Science Theater 3000: The Movie,1996
661,tt0114616,Tarantella,1996
662,tt0117705,Space Jam,1996
663,tt0062711,Barbarella,1968
664,tt0110061,Hostile Intentions,1995
665,tt0140614,They Bite,1996
666,tt0108181,Some Folks Call It a Sling Blade,1994
667,tt0114307,The Run of the Country,1995
668,tt0058898,Alphaville,1965
669,tt0082206,Coup de Torchon,1981
670,tt0111430,Tigrero: A Film That Was Never Made,1994
671,tt0107727,The Eye of Vichy,1993
672,tt0081759,Windows,1980
673,tt0113443,It's My Party,1996
674,tt0109491,Country Life,1994
675,tt0114048,Operation Dumbo Drop,1995
676,tt0111613,The Promise,1995
677,tt0117104,Mrs. Winterbourne,1996
678,tt0117688,Solo,1996
679,tt0109751,Under The Domim Tree,1994
680,tt0117774,The Substitute,1996
681,tt0114736,True Crime,1996
682,tt0112604,Butterfly Kiss,1995
683,tt0116289,Feeling Minnesota,1996
684,tt0109593,Delta of Venus,1995
685,tt0103095,To Cross the Rubicon,1991
686,tt0112368,Angus,1995
687,tt0104046,Priest Daens,1992
688,tt0062952,Faces,1968
689,tt0115742,Boys,1996
690,tt0117420,The Quest,1996
691,tt0115951,Cosi,1996
692,tt0117784,Sunset Park,1996
693,tt0117107,Mulholland Falls,1996
694,tt0117979,The Truth About Cats & Dogs,1996
695,tt0095776,Oliver & Company,1988
696,tt0115851,Celtic Pride,1996
697,tt0116322,Flipper,1996
698,tt0109374,Captives,1994
699,tt0110712,Of Love and Shadows,1994
700,tt0112817,Dead Man,1995
701,tt0113362,The Horseman on the Roof,1995
702,tt0073778,Switchblade Sisters,1975
703,tt0112546,Mouth to Mouth,1995
704,tt0108500,The Visitors,1993
705,tt0117108,Multiplicity,1996
706,tt0113270,"The Haunted World of Edward D. Wood, Jr.",1996
707,tt0333373,Two Friends,2002
708,tt0115963,The Craft,1996
709,tt0116448,The Great White Hype,1996
710,tt0116827,Last Dance,1996
712,tt0112701,Cold Comfort Farm,1995
713,tt0113429,"Institute Benjamenta, or This Dream People Call Human Life",1995
714,tt0116508,Heaven's Prisoners,1996
715,tt0117260,Original Gangstas,1996
716,tt0117500,The Rock,1996
717,tt0116405,Getting Away with Murder,1996
718,tt0109592,Cemetery Man,1994
